2019-08-14 06:11:57 configure libpsl5:amd64 0.20.2-2 <none>
2019-08-14 06:11:57 status unpacked libpsl5:amd64 0.20.2-2
2019-08-14 06:11:57 status half-configured libpsl5:amd64 0.20.2-2
2019-08-14 06:11:57 status installed libpsl5:amd64 0.20.2-2
2019-08-14 06:11:57 configure libssl1.1:amd64 1.1.1c-1 <none>
2019-08-14 06:11:57 status unpacked libssl1.1:amd64 1.1.1c-1
2019-08-14 06:11:57 status half-configured libssl1.1:amd64 1.1.1c-1
2019-08-14 06:11:57 status installed libssl1.1:amd64 1.1.1c-1
2019-08-14 06:11:57 configure libnghttp2-14:amd64 1.36.0-2 <none>
2019-08-14 06:11:57 status unpacked libnghttp2-14:amd64 1.36.0-2
2019-08-14 06:11:57 status half-configured libnghttp2-14:amd64 1.36.0-2
2019-08-14 06:11:57 status installed libnghttp2-14:amd64 1.36.0-2
2019-08-14 06:11:57 configure libldap-common:all 2.4.47+dfsg-3 <none>
2019-08-14 06:11:57 status unpacked libldap-common:all 2.4.47+dfsg-3
2019-08-14 06:11:57 status half-configured libldap-common:all 2.4.47+dfsg-3
2019-08-14 06:11:57 status installed libldap-common:all 2.4.47+dfsg-3
2019-08-14 06:11:57 configure libkrb5support0:amd64 1.17-3 <none>
2019-08-14 06:11:57 status unpacked libkrb5support0:amd64 1.17-3
2019-08-14 06:11:57 status half-configured libkrb5support0:amd64 1.17-3
2019-08-14 06:11:57 status installed libkrb5support0:amd64 1.17-3
2019-08-14 06:11:57 configure libsasl2-modules-db:amd64 2.1.27+dfsg-1 <none>
2019-08-14 06:11:57 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-1
2019-08-14 06:11:57 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-1
2019-08-14 06:11:57 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-1
2019-08-14 06:11:57 configure librtmp1:amd64 2.4+20151223.gitfa8646d.1-2 <none>
2019-08-14 06:11:57 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2019-08-14 06:11:57 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2019-08-14 06:11:57 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2019-08-14 06:11:57 configure libpcre2-8-0:amd64 10.32-5 <none>
2019-08-14 06:11:57 status unpacked libpcre2-8-0:amd64 10.32-5
2019-08-14 06:11:57 status half-configured libpcre2-8-0:amd64 10.32-5
2019-08-14 06:11:57 status installed libpcre2-8-0:amd64 10.32-5
2019-08-14 06:11:57 configure libk5crypto3:amd64 1.17-3 <none>
2019-08-14 06:11:57 status unpacked libk5crypto3:amd64 1.17-3
2019-08-14 06:11:57 status half-configured libk5crypto3:amd64 1.17-3
2019-08-14 06:11:57 status installed libk5crypto3:amd64 1.17-3
2019-08-14 06:11:57 configure libsasl2-2:amd64 2.1.27+dfsg-1 <none>
2019-08-14 06:11:57 status unpacked libsasl2-2:amd64 2.1.27+dfsg-1
2019-08-14 06:11:57 status half-configured libsasl2-2:amd64 2.1.27+dfsg-1
2019-08-14 06:11:57 status installed libsasl2-2:amd64 2.1.27+dfsg-1
2019-08-14 06:11:57 configure libssh2-1:amd64 1.8.0-2.1 <none>
2019-08-14 06:11:57 status unpacked libssh2-1:amd64 1.8.0-2.1
2019-08-14 06:11:57 status half-configured libssh2-1:amd64 1.8.0-2.1
2019-08-14 06:11:57 status installed libssh2-1:amd64 1.8.0-2.1
2019-08-14 06:11:57 configure netbase:all 5.6 <none>
2019-08-14 06:11:57 status unpacked netbase:all 5.6
2019-08-14 06:11:57 status half-configured netbase:all 5.6
2019-08-14 06:11:57 status installed netbase:all 5.6
2019-08-14 06:11:57 configure libkrb5-3:amd64 1.17-3 <none>
2019-08-14 06:11:57 status unpacked libkrb5-3:amd64 1.17-3
2019-08-14 06:11:57 status half-configured libkrb5-3:amd64 1.17-3
2019-08-14 06:11:57 status installed libkrb5-3:amd64 1.17-3
2019-08-14 06:11:57 configure openssl:amd64 1.1.1c-1 <none>
2019-08-14 06:11:57 status unpacked openssl:amd64 1.1.1c-1
2019-08-14 06:11:57 status half-configured openssl:amd64 1.1.1c-1
2019-08-14 06:11:57 status installed openssl:amd64 1.1.1c-1
2019-08-14 06:11:57 configure wget:amd64 1.20.1-1.1 <none>
2019-08-14 06:11:57 status unpacked wget:amd64 1.20.1-1.1
2019-08-14 06:11:57 status half-configured wget:amd64 1.20.1-1.1
2019-08-14 06:11:57 status installed wget:amd64 1.20.1-1.1
2019-08-14 06:11:57 configure libldap-2.4-2:amd64 2.4.47+dfsg-3 <none>
2019-08-14 06:11:57 status unpacked libldap-2.4-2:amd64 2.4.47+dfsg-3
2019-08-14 06:11:57 status half-configured libldap-2.4-2:amd64 2.4.47+dfsg-3
2019-08-14 06:11:57 status installed libldap-2.4-2:amd64 2.4.47+dfsg-3
2019-08-14 06:11:57 configure ca-certificates:all 20190110 <none>
2019-08-14 06:11:57 status unpacked ca-certificates:all 20190110
2019-08-14 06:11:57 status half-configured ca-certificates:all 20190110
2019-08-14 06:11:58 status installed ca-certificates:all 20190110
2019-08-14 06:11:58 status triggers-pending ca-certificates:all 20190110
2019-08-14 06:11:58 configure libgssapi-krb5-2:amd64 1.17-3 <none>
2019-08-14 06:11:58 status unpacked libgssapi-krb5-2:amd64 1.17-3
2019-08-14 06:11:58 status half-configured libgssapi-krb5-2:amd64 1.17-3
2019-08-14 06:11:58 status installed libgssapi-krb5-2:amd64 1.17-3
2019-08-14 06:11:58 configure libcurl4:amd64 7.64.0-4 <none>
2019-08-14 06:11:58 status unpacked libcurl4:amd64 7.64.0-4
2019-08-14 06:11:58 status half-configured libcurl4:amd64 7.64.0-4
2019-08-14 06:11:58 status installed libcurl4:amd64 7.64.0-4
2019-08-14 06:11:58 configure curl:amd64 7.64.0-4 <none>
2019-08-14 06:11:58 status unpacked curl:amd64 7.64.0-4
2019-08-14 06:11:58 status half-configured curl:amd64 7.64.0-4
2019-08-14 06:11:58 status installed curl:amd64 7.64.0-4
2019-08-14 06:11:58 trigproc libc-bin:amd64 2.28-10 <none>
2019-08-14 06:11:58 status half-configured libc-bin:amd64 2.28-10
2019-08-14 06:11:58 status installed libc-bin:amd64 2.28-10
2019-08-14 06:11:58 trigproc ca-certificates:all 20190110 <none>
2019-08-14 06:11:58 status half-configured ca-certificates:all 20190110
2019-08-14 06:11:58 status installed ca-certificates:all 20190110
2019-08-14 06:12:06 startup archives unpack
2019-08-14 06:12:06 install readline-common:all <none> 7.0-5
2019-08-14 06:12:06 status half-installed readline-common:all 7.0-5
2019-08-14 06:12:06 status unpacked readline-common:all 7.0-5
2019-08-14 06:12:06 install libassuan0:amd64 <none> 2.5.2-1
2019-08-14 06:12:06 status triggers-pending libc-bin:amd64 2.28-10
2019-08-14 06:12:06 status half-installed libassuan0:amd64 2.5.2-1
2019-08-14 06:12:06 status unpacked libassuan0:amd64 2.5.2-1
2019-08-14 06:12:06 install libreadline7:amd64 <none> 7.0-5
2019-08-14 06:12:06 status half-installed libreadline7:amd64 7.0-5
2019-08-14 06:12:06 status unpacked libreadline7:amd64 7.0-5
2019-08-14 06:12:06 install gpgconf:amd64 <none> 2.2.12-1
2019-08-14 06:12:06 status half-installed gpgconf:amd64 2.2.12-1
2019-08-14 06:12:06 status unpacked gpgconf:amd64 2.2.12-1
2019-08-14 06:12:06 install lsb-base:all <none> 10.2019051400
2019-08-14 06:12:06 status half-installed lsb-base:all 10.2019051400
2019-08-14 06:12:06 status unpacked lsb-base:all 10.2019051400
2019-08-14 06:12:06 install libksba8:amd64 <none> 1.3.5-2
2019-08-14 06:12:06 status half-installed libksba8:amd64 1.3.5-2
2019-08-14 06:12:06 status unpacked libksba8:amd64 1.3.5-2
2019-08-14 06:12:06 install libnpth0:amd64 <none> 1.6-1
2019-08-14 06:12:06 status half-installed libnpth0:amd64 1.6-1
2019-08-14 06:12:06 status unpacked libnpth0:amd64 1.6-1
2019-08-14 06:12:06 install dirmngr:amd64 <none> 2.2.12-1
2019-08-14 06:12:06 status half-installed dirmngr:amd64 2.2.12-1
2019-08-14 06:12:06 status unpacked dirmngr:amd64 2.2.12-1
2019-08-14 06:12:06 install gnupg-l10n:all <none> 2.2.12-1
2019-08-14 06:12:06 status half-installed gnupg-l10n:all 2.2.12-1
2019-08-14 06:12:06 status unpacked gnupg-l10n:all 2.2.12-1
2019-08-14 06:12:06 install gnupg-utils:amd64 <none> 2.2.12-1
2019-08-14 06:12:06 status half-installed gnupg-utils:amd64 2.2.12-1
2019-08-14 06:12:06 status unpacked gnupg-utils:amd64 2.2.12-1
2019-08-14 06:12:06 install libsqlite3-0:amd64 <none> 3.27.2-3
2019-08-14 06:12:06 status half-installed libsqlite3-0:amd64 3.27.2-3
2019-08-14 06:12:06 status unpacked libsqlite3-0:amd64 3.27.2-3
2019-08-14 06:12:06 install gpg:amd64 <none> 2.2.12-1
2019-08-14 06:12:06 status half-installed gpg:amd64 2.2.12-1
2019-08-14 06:12:06 status unpacked gpg:amd64 2.2.12-1
2019-08-14 06:12:06 install pinentry-curses:amd64 <none> 1.1.0-2
2019-08-14 06:12:06 status half-installed pinentry-curses:amd64 1.1.0-2
2019-08-14 06:12:06 status unpacked pinentry-curses:amd64 1.1.0-2
2019-08-14 06:12:06 install gpg-agent:amd64 <none> 2.2.12-1
2019-08-14 06:12:06 status half-installed gpg-agent:amd64 2.2.12-1
2019-08-14 06:12:06 status unpacked gpg-agent:amd64 2.2.12-1
2019-08-14 06:12:06 install gpg-wks-client:amd64 <none> 2.2.12-1
2019-08-14 06:12:06 status half-installed gpg-wks-client:amd64 2.2.12-1
2019-08-14 06:12:06 status unpacked gpg-wks-client:amd64 2.2.12-1
2019-08-14 06:12:06 install gpg-wks-server:amd64 <none> 2.2.12-1
2019-08-14 06:12:06 status half-installed gpg-wks-server:amd64 2.2.12-1
2019-08-14 06:12:07 status unpacked gpg-wks-server:amd64 2.2.12-1
2019-08-14 06:12:07 install gpgsm:amd64 <none> 2.2.12-1
2019-08-14 06:12:07 status half-installed gpgsm:amd64 2.2.12-1
2019-08-14 06:12:07 status unpacked gpgsm:amd64 2.2.12-1
2019-08-14 06:12:07 install gnupg:all <none> 2.2.12-1
2019-08-14 06:12:07 status half-installed gnupg:all 2.2.12-1
2019-08-14 06:12:07 status unpacked gnupg:all 2.2.12-1
2019-08-14 06:12:07 startup packages configure
2019-08-14 06:12:07 configure libksba8:amd64 1.3.5-2 <none>
2019-08-14 06:12:07 status unpacked libksba8:amd64 1.3.5-2
2019-08-14 06:12:07 status half-configured libksba8:amd64 1.3.5-2
2019-08-14 06:12:07 status installed libksba8:amd64 1.3.5-2
2019-08-14 06:12:07 configure lsb-base:all 10.2019051400 <none>
2019-08-14 06:12:07 status unpacked lsb-base:all 10.2019051400
2019-08-14 06:12:07 status half-configured lsb-base:all 10.2019051400
2019-08-14 06:12:07 status installed lsb-base:all 10.2019051400
2019-08-14 06:12:07 configure libsqlite3-0:amd64 3.27.2-3 <none>
2019-08-14 06:12:07 status unpacked libsqlite3-0:amd64 3.27.2-3
2019-08-14 06:12:07 status half-configured libsqlite3-0:amd64 3.27.2-3
2019-08-14 06:12:07 status installed libsqlite3-0:amd64 3.27.2-3
2019-08-14 06:12:07 configure libnpth0:amd64 1.6-1 <none>
2019-08-14 06:12:07 status unpacked libnpth0:amd64 1.6-1
2019-08-14 06:12:07 status half-configured libnpth0:amd64 1.6-1
2019-08-14 06:12:07 status installed libnpth0:amd64 1.6-1
2019-08-14 06:12:07 configure libassuan0:amd64 2.5.2-1 <none>
2019-08-14 06:12:07 status unpacked libassuan0:amd64 2.5.2-1
2019-08-14 06:12:07 status half-configured libassuan0:amd64 2.5.2-1
2019-08-14 06:12:07 status installed libassuan0:amd64 2.5.2-1
2019-08-14 06:12:07 configure gnupg-l10n:all 2.2.12-1 <none>
2019-08-14 06:12:07 status unpacked gnupg-l10n:all 2.2.12-1
2019-08-14 06:12:07 status half-configured gnupg-l10n:all 2.2.12-1
2019-08-14 06:12:07 status installed gnupg-l10n:all 2.2.12-1
2019-08-14 06:12:07 configure readline-common:all 7.0-5 <none>
2019-08-14 06:12:07 status unpacked readline-common:all 7.0-5
2019-08-14 06:12:07 status half-configured readline-common:all 7.0-5
2019-08-14 06:12:07 status installed readline-common:all 7.0-5
2019-08-14 06:12:07 configure libreadline7:amd64 7.0-5 <none>
2019-08-14 06:12:07 status unpacked libreadline7:amd64 7.0-5
2019-08-14 06:12:07 status half-configured libreadline7:amd64 7.0-5
2019-08-14 06:12:07 status installed libreadline7:amd64 7.0-5
2019-08-14 06:12:07 configure gnupg-utils:amd64 2.2.12-1 <none>
2019-08-14 06:12:07 status unpacked gnupg-utils:amd64 2.2.12-1
2019-08-14 06:12:07 status half-configured gnupg-utils:amd64 2.2.12-1
2019-08-14 06:12:07 status installed gnupg-utils:amd64 2.2.12-1
2019-08-14 06:12:07 configure pinentry-curses:amd64 1.1.0-2 <none>
2019-08-14 06:12:07 status unpacked pinentry-curses:amd64 1.1.0-2
2019-08-14 06:12:07 status half-configured pinentry-curses:amd64 1.1.0-2
2019-08-14 06:12:07 status installed pinentry-curses:amd64 1.1.0-2
2019-08-14 06:12:07 configure gpgconf:amd64 2.2.12-1 <none>
2019-08-14 06:12:07 status unpacked gpgconf:amd64 2.2.12-1
2019-08-14 06:12:07 status half-configured gpgconf:amd64 2.2.12-1
2019-08-14 06:12:07 status installed gpgconf:amd64 2.2.12-1
2019-08-14 06:12:07 configure gpg:amd64 2.2.12-1 <none>
2019-08-14 06:12:07 status unpacked gpg:amd64 2.2.12-1
2019-08-14 06:12:07 status half-configured gpg:amd64 2.2.12-1
2019-08-14 06:12:07 status installed gpg:amd64 2.2.12-1
2019-08-14 06:12:07 configure gpg-agent:amd64 2.2.12-1 <none>
2019-08-14 06:12:07 status unpacked gpg-agent:amd64 2.2.12-1
2019-08-14 06:12:07 status half-configured gpg-agent:amd64 2.2.12-1
2019-08-14 06:12:07 status installed gpg-agent:amd64 2.2.12-1
2019-08-14 06:12:07 configure gpgsm:amd64 2.2.12-1 <none>
2019-08-14 06:12:07 status unpacked gpgsm:amd64 2.2.12-1
2019-08-14 06:12:07 status half-configured gpgsm:amd64 2.2.12-1
2019-08-14 06:12:07 status installed gpgsm:amd64 2.2.12-1
2019-08-14 06:12:07 configure dirmngr:amd64 2.2.12-1 <none>
2019-08-14 06:12:07 status unpacked dirmngr:amd64 2.2.12-1
2019-08-14 06:12:07 status half-configured dirmngr:amd64 2.2.12-1
2019-08-14 06:12:07 status installed dirmngr:amd64 2.2.12-1
2019-08-14 06:12:07 configure gpg-wks-server:amd64 2.2.12-1 <none>
2019-08-14 06:12:07 status unpacked gpg-wks-server:amd64 2.2.12-1
2019-08-14 06:12:07 status half-configured gpg-wks-server:amd64 2.2.12-1
2019-08-14 06:12:07 status installed gpg-wks-server:amd64 2.2.12-1
2019-08-14 06:12:07 configure gpg-wks-client:amd64 2.2.12-1 <none>
2019-08-14 06:12:07 status unpacked gpg-wks-client:amd64 2.2.12-1
2019-08-14 06:12:07 status half-configured gpg-wks-client:amd64 2.2.12-1
2019-08-14 06:12:07 status installed gpg-wks-client:amd64 2.2.12-1
2019-08-14 06:12:07 configure gnupg:all 2.2.12-1 <none>
2019-08-14 06:12:07 status unpacked gnupg:all 2.2.12-1
2019-08-14 06:12:07 status half-configured gnupg:all 2.2.12-1
2019-08-14 06:12:07 status installed gnupg:all 2.2.12-1
2019-08-14 06:12:07 trigproc libc-bin:amd64 2.28-10 <none>
2019-08-14 06:12:07 status half-configured libc-bin:amd64 2.28-10
2019-08-14 06:12:07 status installed libc-bin:amd64 2.28-10
2019-08-14 06:12:22 startup archives unpack
2019-08-14 06:12:22 install perl-modules-5.28:all <none> 5.28.1-6
2019-08-14 06:12:22 status half-installed perl-modules-5.28:all 5.28.1-6
2019-08-14 06:12:22 status unpacked perl-modules-5.28:all 5.28.1-6
2019-08-14 06:12:22 install libgdbm6:amd64 <none> 1.18.1-4
2019-08-14 06:12:22 status triggers-pending libc-bin:amd64 2.28-10
2019-08-14 06:12:22 status half-installed libgdbm6:amd64 1.18.1-4
2019-08-14 06:12:22 status unpacked libgdbm6:amd64 1.18.1-4
2019-08-14 06:12:22 install libgdbm-compat4:amd64 <none> 1.18.1-4
2019-08-14 06:12:22 status half-installed libgdbm-compat4:amd64 1.18.1-4
2019-08-14 06:12:22 status unpacked libgdbm-compat4:amd64 1.18.1-4
2019-08-14 06:12:22 install libperl5.28:amd64 <none> 5.28.1-6
2019-08-14 06:12:22 status half-installed libperl5.28:amd64 5.28.1-6
2019-08-14 06:12:23 status unpacked libperl5.28:amd64 5.28.1-6
2019-08-14 06:12:23 install perl:amd64 <none> 5.28.1-6
2019-08-14 06:12:23 status half-installed perl:amd64 5.28.1-6
2019-08-14 06:12:23 status unpacked perl:amd64 5.28.1-6
2019-08-14 06:12:23 install libpython2.7-minimal:amd64 <none> 2.7.16-2
2019-08-14 06:12:23 status half-installed libpython2.7-minimal:amd64 2.7.16-2
2019-08-14 06:12:23 status unpacked libpython2.7-minimal:amd64 2.7.16-2
2019-08-14 06:12:23 install python2.7-minimal:amd64 <none> 2.7.16-2
2019-08-14 06:12:23 status half-installed python2.7-minimal:amd64 2.7.16-2
2019-08-14 06:12:23 status unpacked python2.7-minimal:amd64 2.7.16-2
2019-08-14 06:12:23 install python2-minimal:amd64 <none> 2.7.16-1
2019-08-14 06:12:23 status half-installed python2-minimal:amd64 2.7.16-1
2019-08-14 06:12:23 status unpacked python2-minimal:amd64 2.7.16-1
2019-08-14 06:12:23 install python-minimal:amd64 <none> 2.7.16-1
2019-08-14 06:12:23 status half-installed python-minimal:amd64 2.7.16-1
2019-08-14 06:12:23 status unpacked python-minimal:amd64 2.7.16-1
2019-08-14 06:12:23 install mime-support:all <none> 3.62
2019-08-14 06:12:23 status half-installed mime-support:all 3.62
2019-08-14 06:12:23 status unpacked mime-support:all 3.62
2019-08-14 06:12:23 install libexpat1:amd64 <none> 2.2.6-2
2019-08-14 06:12:23 status half-installed libexpat1:amd64 2.2.6-2
2019-08-14 06:12:23 status unpacked libexpat1:amd64 2.2.6-2
2019-08-14 06:12:23 install libpython2.7-stdlib:amd64 <none> 2.7.16-2
2019-08-14 06:12:23 status half-installed libpython2.7-stdlib:amd64 2.7.16-2
2019-08-14 06:12:24 status unpacked libpython2.7-stdlib:amd64 2.7.16-2
2019-08-14 06:12:24 install python2.7:amd64 <none> 2.7.16-2
2019-08-14 06:12:24 status half-installed python2.7:amd64 2.7.16-2
2019-08-14 06:12:24 status unpacked python2.7:amd64 2.7.16-2
2019-08-14 06:12:24 install libpython2-stdlib:amd64 <none> 2.7.16-1
2019-08-14 06:12:24 status half-installed libpython2-stdlib:amd64 2.7.16-1
2019-08-14 06:12:24 status unpacked libpython2-stdlib:amd64 2.7.16-1
2019-08-14 06:12:24 install libpython-stdlib:amd64 <none> 2.7.16-1
2019-08-14 06:12:24 status half-installed libpython-stdlib:amd64 2.7.16-1
2019-08-14 06:12:24 status unpacked libpython-stdlib:amd64 2.7.16-1
2019-08-14 06:12:24 startup packages configure
2019-08-14 06:12:24 configure libpython2.7-minimal:amd64 2.7.16-2 <none>
2019-08-14 06:12:24 status unpacked libpython2.7-minimal:amd64 2.7.16-2
2019-08-14 06:12:24 status half-configured libpython2.7-minimal:amd64 2.7.16-2
2019-08-14 06:12:24 status installed libpython2.7-minimal:amd64 2.7.16-2
2019-08-14 06:12:24 configure python2.7-minimal:amd64 2.7.16-2 <none>
2019-08-14 06:12:24 status unpacked python2.7-minimal:amd64 2.7.16-2
2019-08-14 06:12:24 status half-configured python2.7-minimal:amd64 2.7.16-2
2019-08-14 06:12:24 status installed python2.7-minimal:amd64 2.7.16-2
2019-08-14 06:12:24 configure python2-minimal:amd64 2.7.16-1 <none>
2019-08-14 06:12:24 status unpacked python2-minimal:amd64 2.7.16-1
2019-08-14 06:12:24 status half-configured python2-minimal:amd64 2.7.16-1
2019-08-14 06:12:24 status installed python2-minimal:amd64 2.7.16-1
2019-08-14 06:12:24 startup archives unpack
2019-08-14 06:12:24 install python2:amd64 <none> 2.7.16-1
2019-08-14 06:12:24 status half-installed python2:amd64 2.7.16-1
2019-08-14 06:12:24 status unpacked python2:amd64 2.7.16-1
2019-08-14 06:12:24 startup packages configure
2019-08-14 06:12:24 configure python-minimal:amd64 2.7.16-1 <none>
2019-08-14 06:12:24 status unpacked python-minimal:amd64 2.7.16-1
2019-08-14 06:12:24 status half-configured python-minimal:amd64 2.7.16-1
2019-08-14 06:12:24 status installed python-minimal:amd64 2.7.16-1
2019-08-14 06:12:24 startup archives unpack
2019-08-14 06:12:24 install python:amd64 <none> 2.7.16-1
2019-08-14 06:12:24 status half-installed python:amd64 2.7.16-1
2019-08-14 06:12:24 status unpacked python:amd64 2.7.16-1
2019-08-14 06:12:24 install libncurses6:amd64 <none> 6.1+20181013-2
2019-08-14 06:12:24 status half-installed libncurses6:amd64 6.1+20181013-2
2019-08-14 06:12:24 status unpacked libncurses6:amd64 6.1+20181013-2
2019-08-14 06:12:24 install libprocps7:amd64 <none> 2:3.3.15-2
2019-08-14 06:12:24 status half-installed libprocps7:amd64 2:3.3.15-2
2019-08-14 06:12:24 status unpacked libprocps7:amd64 2:3.3.15-2
2019-08-14 06:12:24 install procps:amd64 <none> 2:3.3.15-2
2019-08-14 06:12:24 status half-installed procps:amd64 2:3.3.15-2
2019-08-14 06:12:24 status unpacked procps:amd64 2:3.3.15-2
2019-08-14 06:12:24 install sensible-utils:all <none> 0.0.12
2019-08-14 06:12:24 status half-installed sensible-utils:all 0.0.12
2019-08-14 06:12:24 status unpacked sensible-utils:all 0.0.12
2019-08-14 06:12:24 install libbsd0:amd64 <none> 0.9.1-2
2019-08-14 06:12:24 status half-installed libbsd0:amd64 0.9.1-2
2019-08-14 06:12:24 status unpacked libbsd0:amd64 0.9.1-2
2019-08-14 06:12:24 install libedit2:amd64 <none> 3.1-20181209-1
2019-08-14 06:12:24 status half-installed libedit2:amd64 3.1-20181209-1
2019-08-14 06:12:24 status unpacked libedit2:amd64 3.1-20181209-1
2019-08-14 06:12:24 install openssh-client:amd64 <none> 1:7.9p1-10
2019-08-14 06:12:24 status half-installed openssh-client:amd64 1:7.9p1-10
2019-08-14 06:12:25 status unpacked openssh-client:amd64 1:7.9p1-10
2019-08-14 06:12:25 install ucf:all <none> 3.0038+nmu1
2019-08-14 06:12:25 status half-installed ucf:all 3.0038+nmu1
2019-08-14 06:12:25 status unpacked ucf:all 3.0038+nmu1
